65							
1	7984.766	7873.669	169.5	0.0	0.0	99.0	0.8800001
15	7927.9634	7099.585	169.5	0.0	0.0	180.0	0.6800003
14	7932.178	7367.17	169.5	0.0	0.0	0.0	0.94000006
14	7923.062	6836.872	169.5	0.0	0.0	94.0	0.94000006
17	7950.6304	7050.131	169.5	0.0	0.0	0.0	0.8800001
14	7928.588	7663.4805	169.5	0.0	0.0	93.0	0.94000006
19	7991.2783	6930.8516	169.5	0.0	0.0	40.0	1.0
17	7913.0527	7310.546	169.5	0.0	0.0	0.0	0.52000046
32	7953.6235	7375.0693	169.5	0.0	0.0	91.0	0.93000007
32	7953.145	7107.789	168.5	0.0	0.0	89.0	0.93000007
33	7988.219	7669.503	169.5	0.0	0.0	92.0	0.86000013
17	7946.455	7288.628	169.5	0.0	0.0	0.0	0.52000046
34	7813.184	6472.371	169.5	0.0	0.0	0.0	1.0
34	7720.4893	7253.2	169.5	0.0	0.0	0.0	1.0
2	7982.2183	7603.707	169.5	40.0	92.0	39.0	1.4599996
2	7984.99	7617.3613	169.5	39.0	70.0	42.0	1.4599996
2	7970.3667	6858.0283	169.5	40.0	92.0	39.0	1.4599996
2	7984.2617	6856.2686	169.5	40.0	70.0	44.0	1.4599996
34	7728.406	7919.1875	169.5	0.0	0.0	0.0	1.0
14	7831.193	8075.1465	169.5	0.0	0.0	113.0	0.94000006
1	7984.766	12773.669	168.50008	0.0	0.0	99.0	0.8800001
15	7927.9634	11999.585	169.50008	0.0	0.0	180.0	0.6800003
14	7932.178	12267.17	204.5	0.0	0.0	0.0	0.94000006
14	7923.062	11736.872	204.49998	0.0	0.0	94.0	0.94000006
17	7950.6304	11950.131	169.49992	0.0	0.0	0.0	0.8800001
14	7928.588	12563.48	197.49997	0.0	0.0	93.0	0.94000006
16	7848.55	11329.154	205.49997	0.0	0.0	-117.0	0.94000006
19	7991.2783	11830.852	169.49998	0.0	0.0	40.0	1.0
11	7925.449	11230.716	169.50005	0.0	0.0	-33.0	1.0
17	7913.0527	12210.546	169.49986	0.0	0.0	0.0	0.52000046
32	7953.6235	12275.069	169.5001	0.0	0.0	91.0	0.93000007
32	7953.145	12007.789	168.50005	0.0	0.0	89.0	0.93000007
33	7988.219	12569.503	189.70053	0.0	0.0	92.0	0.86000013
17	7946.455	12188.628	169.49985	0.0	0.0	0.0	0.52000046
34	7813.184	11372.371	348.28372	0.0	0.0	0.0	1.0
34	7720.4893	12153.2	373.82233	0.0	0.0	0.0	1.0
2	7982.2183	12503.707	289.50003	40.0	92.0	39.0	1.4599996
2	7984.99	12517.361	339.49997	39.0	70.0	42.0	1.4599996
2	7970.3667	11758.028	284.02734	40.0	92.0	39.0	1.4599996
2	7984.2617	11756.269	339.49997	40.0	70.0	44.0	1.4599996
14	7831.193	12975.146	204.49998	0.0	0.0	113.0	0.94000006
11	7898.329	13116.707	169.49994	0.0	0.0	30.0	1.0
34	7728.406	12819.1875	373.82242	0.0	0.0	0.0	1.0
1	9048.181	5431.7705	169.5	0.0	0.0	183.0	0.8800001
32	9587.113	5361.634	169.5	0.0	0.0	181.0	0.93000007
9	9566.992	5517.546	169.5	0.0	0.0	0.0	1.0
